ms, kg
259.341, 0.0141
315.965, 0.0140
371.646, 0.0140
396.754, 0.0140
446.503, 0.0140
470.430, 0.0140
530.043, 0.0139
578.936, 0.0139
603.608, 0.0139
658.339, 0.0139
700.760, 0.0140
750.176, 0.0139
761.945, 0.0139
791.522, 0.0139
833.666, 0.0139
868.549, 0.0139
898.895, 0.0139
927.759, 0.0139
982.900, 0.0140
1018.528, 0.0141
1048.473, 0.0141
1092.499, 0.0142
1142.391, 0.0141
1185.883, 0.0139
1217.385, 0.0168
1236.169, 0.0279
1310.105, 0.0218
1351.912, 0.0183
1381.161, 0.0130
1466.061, 0.0080
1501.682, 0.0065
1532.286, 0.0055
1562.728, -0.0031
1617.915, -0.0030
1662.059, 0.0006
1703.379, -0.0011
1745.603, -0.0035
1776.740, -0.0030
1842.096, -0.0048
1877.795, -0.0034
1925.194, -0.0028
1972.673, -0.0039
1997.112, -0.0016
2026.487, -0.0032
2043.827, -0.0023
2074.163, -0.0013
2146.939, -0.0010
2165.191, -0.0012
2190.479, -0.0011
2209.318, 0.0015
2247.078, 0.0044
2308.528, 0.0091
2356.803, 0.0084
2410.869, 0.0050
2464.146, 0.0028
2517.825, -0.0018
2554.072, -0.0009
2578.463, -0.0019
2620.263, -0.0021
2625.879, -0.0021
2655.988, -0.0021
2709.456, -0.0021
2752.045, -0.0021
2787.566, -0.0022
2829.053, -0.0022
2900.153, -0.0022
2935.701, -0.0023
2989.705, -0.0023
3038.304, -0.0023
3056.312, -0.0022
3067.917, -0.0021
3109.999, -0.0021
3139.205, -0.0020
3211.675, -0.0020
3241.635, -0.0020
3301.044, -0.0019
3312.279, -0.0020
3396.662, -0.0020
3449.951, -0.0020
3497.357, -0.0020
3527.048, -0.0020
3557.877, -0.0020
3641.520, -0.0021
3665.605, -0.0022
3708.501, -0.0022
3755.783, -0.0022
3792.780, -0.0022
3829.431, -0.0022
3897.225, -0.0021
3959.618, -0.0021
4015.963, -0.0021
4063.378, -0.0020
4092.543, -0.0020
4142.379, -0.0020
4216.548, -0.0020
4291.867, -0.0020
4323.032, -0.0021
4358.958, -0.0021
4394.375, -0.0021
4400.457, -0.0022
4424.364, -0.0022
4459.572, -0.0022
4526.516, -0.0021
4550.241, -0.0021
4603.739, -0.0021
4615.484, -0.0022
4656.965, -0.0022
4727.946, -0.0023
4776.220, -0.0022
4801.302, -0.0022
4905.501, -0.0021
4941.023, -0.0021
4989.801, -0.0021
5037.882, -0.0021
5079.332, -0.0021
5146.538, -0.0021
5219.525, -0.0021
5278.735, -0.0021
5314.316, 0.0035
5364.256, 0.0215
5431.236, 0.0360
5450.237, 0.0493
5503.756, 0.0616
5532.699, 0.0856
5595.758, 0.0990
5633.297, 0.1142
5712.091, 0.1453
5747.950, 0.1566
5802.860, 0.1675
5862.808, 0.1804
5887.677, 0.2014
5929.148, 0.2109
5971.694, 0.2200
6013.680, 0.2374
6037.376, 0.2469
6078.812, 0.2580
6133.902, 0.2755
6158.954, 0.2812
6218.733, 0.2808
6317.694, 0.2750
6500.510, 0.2721
6581.811, 0.2697
6675.834, 0.2674
6826.336, 0.2657
6940.226, 0.2635
7081.744, 0.2598
7180.584, 0.2587
7340.640, 0.2572
7437.739, 0.2531
7543.213, 0.2516
7668.873, 0.2505
7804.271, 0.2472
7908.837, 0.2449
8038.942, 0.2434
8208.627, 0.2410
8286.471, 0.2391
8395.858, 0.2371
8526.489, 0.2340
8660.950, 0.2329
8753.152, 0.2311
8922.348, 0.2276
9024.973, 0.2261
9119.564, 0.2248
9291.366, 0.2216
9387.633, 0.2199
9494.022, 0.2184
9647.702, 0.2156
9731.049, 0.2141
9844.769, 0.2124
9985.237, 0.2108
10091.765, 0.2079
10220.118, 0.2065
10372.732, 0.2049
10473.244, 0.2018
10620.972, 0.2004
10706.217, 0.1990
10839.607, 0.1960
10961.585, 0.1945
11085.847, 0.1931
11208.804, 0.1903
11336.307, 0.1889
11454.906, 0.1873
11572.715, 0.1845
11714.739, 0.1831
11843.636, 0.1817
11951.511, 0.1788
12061.962, 0.1774
12213.719, 0.1760
12313.019, 0.1733
12430.734, 0.1719
12553.411, 0.1705
12694.923, 0.1678
12795.603, 0.1664
12921.706, 0.1651
13010.423, 0.1625
13162.289, 0.1611
13279.361, 0.1598
13400.948, 0.1571
13536.866, 0.1558
13652.401, 0.1544
13770.112, 0.1518
13906.034, 0.1505
14020.097, 0.1492
14161.519, 0.1465
14283.611, 0.1452
14404.318, 0.1438
14495.576, 0.1412
14614.512, 0.1399
14751.944, 0.1386
14875.989, 0.1372
14994.178, 0.1346
15134.644, 0.1333
15233.255, 0.1320
15384.113, 0.1295
15480.348, 0.1282
15608.682, 0.1269
15736.972, 0.1243
15836.848, 0.1230
15959.429, 0.1217
16119.543, 0.1192
16222.637, 0.1180
16333.627, 0.1168
16466.460, 0.1144
16580.720, 0.1132
16696.975, 0.1120
16847.003, 0.1096
16979.591, 0.1084
17063.918, 0.1072
17182.667, 0.1049
17299.380, 0.1038
17458.819, 0.1026
17544.168, 0.1004
17678.276, 0.0994
17812.273, 0.0983
17920.563, 0.0962
18044.878, 0.0952
18164.687, 0.0942
18273.523, 0.0922
18425.511, 0.0911
18509.205, 0.0900
18662.549, 0.0880
18796.104, 0.0871
18877.134, 0.0861
19041.355, 0.0841
19150.967, 0.0832
19257.510, 0.0822
19423.826, 0.0802
19484.798, 0.0793
19632.212, 0.0784
19757.681, 0.0774
19877.312, 0.0755
20011.872, 0.0746
20113.161, 0.0736
20270.291, 0.0719
20369.000, 0.0710
20499.229, 0.0701
20643.047, 0.0683
20725.951, 0.0675
20858.153, 0.0667
20978.876, 0.0649
21087.814, 0.0640
21234.317, 0.0632
21362.455, 0.0615
21438.556, 0.0607
21598.296, 0.0599
21709.009, 0.0582
21856.777, 0.0574
21958.766, 0.0566
22083.468, 0.0550
22221.041, 0.0541
22316.308, 0.0534
22464.985, 0.0518
22563.147, 0.0510
22714.059, 0.0502
22784.185, 0.0487
22947.963, 0.0480
23060.231, 0.0472
23190.892, 0.0457
23302.069, 0.0450
23418.692, 0.0443
23545.981, 0.0429
23693.392, 0.0421
23793.004, 0.0414
23933.730, 0.0401
24034.238, 0.0395
24159.421, 0.0388
24291.548, 0.0375
24418.086, 0.0368
24512.019, 0.0362
24623.209, 0.0356
24750.551, 0.0343
24904.803, 0.0337
25028.047, 0.0332
25146.685, 0.0320
25255.070, 0.0315
25359.380, 0.0309
25506.191, 0.0299
25605.854, 0.0294
25754.143, 0.0289
25855.902, 0.0278
25980.997, 0.0273
26103.896, 0.0268
26221.800, 0.0259
26380.896, 0.0255
26481.841, 0.0251
26582.727, 0.0243
26741.171, 0.0239
26843.114, 0.0236
26951.412, 0.0230
27090.925, 0.0226
27207.974, 0.0224
27348.401, 0.0219
27441.718, 0.0216
27577.428, 0.0213
27697.813, 0.0208
27816.882, 0.0205
27922.549, 0.0203
28080.363, 0.0199
28143.863, 0.0197
28289.228, 0.0196
28431.377, 0.0193
28542.699, 0.0191
28671.732, 0.0189
28770.351, 0.0186
28908.810, 0.0184
29018.680, 0.0184
29145.967, 0.0180
29297.591, 0.0179
29395.661, 0.0177
29512.071, 0.0174
29636.509, 0.0173
29759.227, 0.0171
29904.610, 0.0170
29990.473, 0.0168
30163.878, 0.0167
30266.228, 0.0166
30374.471, 0.0164
30500.897, 0.0163
30622.591, 0.0162
30734.896, 0.0160
30844.784, 0.0159
31008.584, 0.0158
31128.792, 0.0156
31213.327, 0.0155
31343.416, 0.0154
31442.062, 0.0153
31594.433, 0.0151
31712.122, 0.0150
31822.373, 0.0150
31969.011, 0.0149
32092.980, 0.0148
32200.946, 0.0146
32295.697, 0.0145
32483.088, 0.0144
32570.576, 0.0142
32688.145, 0.0142
32816.389, 0.0141
32940.642, 0.0140
33045.055, 0.0140
33180.846, 0.0139
33307.115, 0.0137
33419.455, 0.0137
33571.143, 0.0136
33678.673, 0.0135
33775.595, 0.0134
33917.715, 0.0133
