ms, kg
380.262, -0.0054
423.445, -0.0054
478.576, -0.0054
529.028, -0.0054
607.241, -0.0054
642.723, -0.0053
690.303, -0.0053
725.571, -0.0053
768.102, -0.0053
786.682, -0.0053
830.004, -0.0053
879.217, -0.0052
909.907, -0.0052
960.410, -0.0053
972.074, -0.0052
1014.659, -0.0052
1090.419, -0.0052
1138.361, -0.0053
1182.421, -0.0052
1207.602, -0.0053
1251.641, -0.0052
1289.334, -0.0052
1295.743, -0.0052
1324.871, -0.0051
1387.773, -0.0052
1424.145, -0.0052
1466.846, -0.0051
1517.312, -0.0052
1535.635, -0.0052
1591.334, -0.0051
1645.918, -0.0051
1699.455, -0.0051
1734.953, -0.0051
1752.705, -0.0051
1806.330, -0.0051
1835.636, -0.0051
1877.435, -0.0051
1926.703, -0.0051
1968.374, -0.0051
2009.480, -0.0051
2088.367, -0.0051
2135.696, -0.0052
2194.996, -0.0052
2261.323, -0.0051
2317.343, -0.0052
2396.439, -0.0051
2431.946, -0.0051
2481.315, -0.0051
2506.058, -0.0050
2549.241, -0.0050
2599.036, -0.0050
2640.854, -0.0050
2663.668, -0.0050
2705.543, -0.0050
2752.967, -0.0050
2782.564, -0.0050
2807.533, -0.0050
2869.926, -0.0049
2901.022, -0.0049
2960.918, -0.0050
2979.578, -0.0049
3034.625, -0.0050
3093.544, -0.0050
3153.728, -0.0050
3222.437, -0.0050
3263.111, -0.0049
3298.720, -0.0050
3342.406, -0.0050
3384.320, -0.0050
3401.261, -0.0050
3455.780, -0.0050
3486.256, -0.0050
3516.482, -0.0051
3566.441, -0.0050
3590.985, -0.0050
3613.854, -0.0050
3662.685, -0.0050
3722.404, -0.0049
3770.142, -0.0049
3817.472, -0.0049
3876.222, -0.0048
3932.067, -0.0048
3972.971, -0.0047
4049.934, -0.0047
4091.559, -0.0046
4121.382, -0.0047
4138.835, -0.0046
4204.410, -0.0046
4223.348, -0.0046
4254.091, -0.0046
4320.438, -0.0046
4389.667, -0.0046
4439.803, -0.0046
4483.153, -0.0047
4553.165, -0.0047
4590.451, -0.0047
4620.141, -0.0047
4655.546, -0.0047
4667.325, -0.0047
4692.322, -0.0047
4752.242, -0.0047
4817.652, -0.0047
4854.639, -0.0047
4925.629, -0.0046
5002.412, -0.0047
5043.975, 0.0026
5111.992, 0.0095
5178.008, 0.0167
5219.465, 0.0435
5292.433, 0.0600
5345.788, 0.0752
5375.436, 0.1193
5425.274, 0.1409
5466.458, 0.1673
5507.805, 0.2248
5550.678, 0.2517
5611.898, 0.2772
5630.909, 0.3174
5690.917, 0.3358
5738.430, 0.3585
5750.181, 0.3993
5797.544, 0.4192
5809.421, 0.4429
5868.628, 0.4423
5868.831, 0.4384
5892.683, 0.4340
5959.120, 0.4317
6012.012, 0.4295
6061.165, 0.4261
6103.486, 0.4221
6134.914, 0.4213
6188.508, 0.4192
6268.649, 0.4160
6408.815, 0.4124
6535.101, 0.4112
6667.337, 0.4087
6781.921, 0.4029
6911.590, 0.4023
7029.968, 0.4008
7141.711, 0.3956
7250.659, 0.3933
7371.530, 0.3922
7509.396, 0.3882
7649.058, 0.3854
7751.552, 0.3835
7878.174, 0.3802
8011.725, 0.3781
8098.953, 0.3753
8230.038, 0.3720
8354.980, 0.3703
8469.402, 0.3681
8626.930, 0.3642
8721.053, 0.3623
8868.091, 0.3606
8974.069, 0.3563
9070.428, 0.3546
9222.177, 0.3527
9318.776, 0.3488
9468.684, 0.3469
9574.600, 0.3450
9705.222, 0.3414
9822.361, 0.3394
9938.307, 0.3376
10055.057, 0.3341
10221.449, 0.3322
10302.904, 0.3303
10443.009, 0.3265
10553.245, 0.3247
10678.583, 0.3229
10796.944, 0.3193
10911.914, 0.3175
11057.923, 0.3156
11185.927, 0.3139
11288.333, 0.3103
11404.786, 0.3085
11540.866, 0.3066
11628.369, 0.3031
11775.666, 0.3013
11912.130, 0.2995
12021.954, 0.2960
12128.240, 0.2942
12246.968, 0.2925
12359.067, 0.2889
12522.088, 0.2872
12653.626, 0.2854
12762.879, 0.2820
12875.899, 0.2803
13019.296, 0.2785
13123.398, 0.2751
13241.706, 0.2734
13381.709, 0.2717
13492.263, 0.2683
13619.959, 0.2666
13746.940, 0.2649
13841.478, 0.2616
13992.741, 0.2599
14091.352, 0.2583
14227.067, 0.2549
14335.488, 0.2532
14442.603, 0.2515
14602.925, 0.2482
14709.144, 0.2465
14836.737, 0.2448
14945.721, 0.2415
15077.362, 0.2399
15195.240, 0.2383
15314.296, 0.2351
15425.972, 0.2335
15571.717, 0.2319
15717.536, 0.2287
15806.256, 0.2272
15916.921, 0.2255
16051.092, 0.2239
16160.974, 0.2208
16320.685, 0.2192
16421.048, 0.2177
16549.736, 0.2146
16660.119, 0.2131
16771.861, 0.2116
16917.307, 0.2084
17008.057, 0.2069
17165.252, 0.2054
17256.133, 0.2024
17367.753, 0.2009
17525.390, 0.1994
17621.277, 0.1964
17733.768, 0.1949
17862.896, 0.1935
17998.963, 0.1905
18104.929, 0.1890
18236.974, 0.1875
18343.502, 0.1846
18483.640, 0.1832
18606.096, 0.1817
18706.875, 0.1789
18901.434, 0.1774
18968.006, 0.1760
19090.504, 0.1731
19239.412, 0.1717
19324.882, 0.1703
19449.638, 0.1674
19583.898, 0.1660
19711.143, 0.1645
19847.579, 0.1616
19940.773, 0.1601
