ms, kg
298.759, -0.0028
340.270, -0.0028
364.111, -0.0028
401.403, -0.0028
420.009, -0.0028
432.540, -0.0027
482.377, -0.0027
525.711, -0.0027
586.837, -0.0027
622.826, -0.0027
664.920, -0.0027
695.665, -0.0028
742.789, -0.0027
754.506, -0.0028
825.477, -0.0028
860.969, -0.0027
891.023, -0.0028
932.054, -0.0028
987.629, -0.0028
1024.157, -0.0028
1067.198, -0.0028
1086.232, -0.0028
1150.992, -0.0028
1174.606, -0.0028
1222.716, -0.0028
1285.117, -0.0028
1332.557, -0.0029
1368.795, -0.0029
1399.558, -0.0029
1446.930, -0.0028
1465.136, -0.0028
1494.388, -0.0028
1525.795, -0.0029
1567.251, -0.0029
1596.892, -0.0029
1621.322, -0.0028
1667.995, -0.0028
1718.518, -0.0027
1760.142, -0.0027
1797.195, -0.0027
1835.012, -0.0027
1852.419, -0.0027
1893.868, -0.0027
1958.927, -0.0027
2012.520, -0.0028
2055.412, -0.0028
2086.918, -0.0028
2118.341, -0.0029
2156.064, -0.0029
2198.364, -0.0030
2236.184, -0.0029
2255.107, -0.0028
2309.850, -0.0028
2382.921, -0.0028
2407.706, -0.0028
2461.791, -0.0028
2503.267, -0.0028
2552.729, -0.0027
2607.646, -0.0027
2649.879, -0.0028
2686.544, -0.0028
2715.943, -0.0028
2759.222, -0.0029
2790.451, -0.0028
2840.726, -0.0028
2872.235, -0.0028
2897.365, -0.0028
2941.418, -0.0029
2954.046, -0.0029
2989.955, -0.0030
3051.136, -0.0030
3100.741, -0.0030
3153.786, -0.0030
3183.854, -0.0030
3219.074, -0.0030
3254.289, -0.0030
3283.897, -0.0029
3331.297, -0.0029
3372.761, -0.0029
3396.475, -0.0029
3458.525, -0.0029
3519.604, -0.0029
3550.132, -0.0029
3575.153, -0.0029
3629.419, -0.0029
3684.518, -0.0029
3715.598, -0.0029
3786.495, -0.0029
3900.973, -0.0029
4028.960, -0.0029
4157.949, -0.0005
4288.981, 0.0080
4401.724, 0.0169
4531.956, 0.0238
4630.496, 0.0299
4776.440, 0.0426
4909.208, 0.0626
5016.971, 0.0759
5137.370, 0.0919
5265.011, 0.1148
5385.181, 0.1288
5503.255, 0.1475
5619.824, 0.1739
5753.662, 0.1878
5863.968, 0.2006
6000.045, 0.2177
6102.355, 0.2296
6251.422, 0.2398
6354.681, 0.2583
6497.473, 0.2674
6595.270, 0.2768
6705.684, 0.2993
6844.612, 0.3080
6985.433, 0.3145
7086.557, 0.3219
7222.102, 0.3198
7351.221, 0.3162
7438.896, 0.3105
7554.634, 0.3099
7714.757, 0.3090
7807.421, 0.3037
7935.214, 0.3016
8083.343, 0.3007
8164.069, 0.2977
8285.849, 0.2949
8416.118, 0.2927
8557.352, 0.2916
8702.712, 0.2889
8785.638, 0.2862
8905.575, 0.2841
9036.288, 0.2819
9185.191, 0.2800
9286.223, 0.2776
9386.287, 0.2744
9526.280, 0.2732
9687.810, 0.2715
9762.720, 0.2670
9912.333, 0.2652
10023.558, 0.2648
10129.177, 0.2611
10280.910, 0.2590
10388.835, 0.2576
10499.338, 0.2547
10632.058, 0.2529
10756.657, 0.2510
10900.949, 0.2480
10977.678, 0.2466
11112.240, 0.2448
11239.165, 0.2414
11339.959, 0.2400
11467.857, 0.2385
11607.785, 0.2352
11722.516, 0.2336
11874.258, 0.2320
11966.368, 0.2290
12095.916, 0.2274
12238.318, 0.2257
12336.306, 0.2227
12481.630, 0.2213
12561.115, 0.2197
12714.611, 0.2164
12819.951, 0.2150
12953.061, 0.2136
13067.174, 0.2105
13206.901, 0.2089
13311.473, 0.2075
13427.616, 0.2059
13620.679, 0.2030
13670.354, 0.2015
13814.534, 0.2000
13908.419, 0.1971
14054.355, 0.1957
14176.488, 0.1942
14289.590, 0.1912
14428.961, 0.1898
14530.634, 0.1884
14655.799, 0.1855
14799.228, 0.1841
14874.618, 0.1826
15026.364, 0.1798
15173.615, 0.1784
15234.763, 0.1770
15382.703, 0.1742
15508.247, 0.1729
15641.670, 0.1714
15783.284, 0.1687
15867.246, 0.1673
15983.662, 0.1660
16102.010, 0.1633
16243.923, 0.1619
16383.664, 0.1606
16484.746, 0.1580
16598.418, 0.1567
16833.583, 0.1554
16876.565, 0.1528
16992.164, 0.1515
17106.590, 0.1502
17220.965, 0.1476
17373.047, 0.1463
17453.615, 0.1451
17593.043, 0.1426
17715.817, 0.1413
17840.618, 0.1399
17963.034, 0.1386
18074.076, 0.1360
18196.016, 0.1347
18313.952, 0.1334
18442.676, 0.1308
18571.479, 0.1295
18707.395, 0.1282
18809.364, 0.1257
18915.513, 0.1244
19029.478, 0.1232
19178.424, 0.1207
19295.151, 0.1195
19414.402, 0.1182
19560.163, 0.1158
19699.821, 0.1147
19764.084, 0.1135
19928.844, 0.1111
20021.425, 0.1099
20151.429, 0.1087
20279.652, 0.1065
20378.079, 0.1053
20531.940, 0.1042
20656.071, 0.1018
20743.062, 0.1007
20893.970, 0.0996
20988.561, 0.0973
21149.247, 0.0962
21298.552, 0.0951
21360.718, 0.0929
21477.093, 0.0918
21637.053, 0.0907
21741.477, 0.0887
21875.701, 0.0877
21962.427, 0.0867
22099.591, 0.0847
22208.679, 0.0838
22350.638, 0.0828
22466.910, 0.0808
22565.543, 0.0798
22711.459, 0.0789
22840.458, 0.0771
22947.882, 0.0761
23079.913, 0.0752
