ms, kg
278.951, -0.0102
316.330, -0.0101
352.935, -0.0101
383.367, -0.0101
424.551, -0.0101
431.039, -0.0101
467.927, -0.0100
497.860, -0.0099
533.094, -0.0099
582.240, -0.0099
618.094, -0.0099
653.556, -0.0099
701.290, -0.0099
742.424, -0.0099
777.886, -0.0099
855.201, -0.0099
896.285, -0.0098
925.811, -0.0097
980.858, -0.0097
1030.256, -0.0097
1091.462, -0.0096
1128.336, -0.0096
1189.242, -0.0096
1232.326, -0.0096
1274.051, -0.0097
1303.868, -0.0097
1334.194, -0.0096
1371.386, -0.0096
1435.750, -0.0096
1473.167, -0.0096
1496.835, -0.0096
1532.446, -0.0096
1550.084, -0.0097
1616.671, -0.0097
1647.269, -0.0097
1695.572, -0.0097
1751.216, -0.0097
1757.141, -0.0096
1792.687, -0.0096
1847.899, -0.0096
1871.452, -0.0097
1895.119, -0.0096
1930.681, -0.0096
1995.870, -0.0095
2030.984, -0.0096
2078.792, -0.0097
2133.554, -0.0096
2194.230, -0.0095
2241.845, -0.0096
2271.809, -0.0094
2306.985, -0.0094
2362.280, -0.0094
2397.834, -0.0095
2457.020, -0.0095
2498.804, -0.0095
2542.418, -0.0095
2591.281, -0.0094
2701.675, -0.0040
2813.970, 0.0086
2924.558, 0.0250
3022.999, 0.0407
3172.006, 0.0565
3271.425, 0.0997
3423.563, 0.1202
3549.627, 0.1453
3700.631, 0.2063
3773.646, 0.2306
3884.520, 0.2457
4051.213, 0.2536
4194.696, 0.2492
4248.087, 0.2418
4380.655, 0.2436
4498.963, 0.2424
4653.658, 0.2386
4768.572, 0.2315
4885.061, 0.2339
4989.442, 0.2340
5100.395, 0.2279
5268.995, 0.2237
5372.171, 0.2232
5503.168, 0.2240
5598.664, 0.2207
5756.947, 0.2178
5852.715, 0.2157
5954.972, 0.2159
6099.256, 0.2139
6207.885, 0.2110
6341.851, 0.2063
6442.122, 0.2065
6605.874, 0.2063
6708.392, 0.2011
6828.657, 0.1987
6948.847, 0.1975
7046.941, 0.1965
7203.513, 0.1945
7331.278, 0.1919
7425.536, 0.1893
7571.614, 0.1889
7680.073, 0.1876
7797.052, 0.1831
7932.428, 0.1815
8042.928, 0.1808
8185.594, 0.1786
8318.743, 0.1766
8413.685, 0.1746
8535.956, 0.1724
8698.990, 0.1714
8775.533, 0.1699
8915.039, 0.1663
9025.209, 0.1650
9151.342, 0.1640
9265.785, 0.1614
9395.944, 0.1597
9525.339, 0.1579
9646.334, 0.1556
9751.559, 0.1544
9875.405, 0.1529
9979.266, 0.1496
10121.814, 0.1482
10247.310, 0.1470
10366.169, 0.1443
10489.086, 0.1428
10610.192, 0.1412
10739.979, 0.1387
10865.189, 0.1374
10976.671, 0.1360
11104.716, 0.1331
11233.031, 0.1317
11337.298, 0.1303
11490.525, 0.1291
11611.795, 0.1264
11693.547, 0.1250
11847.997, 0.1236
11935.024, 0.1211
12083.990, 0.1198
12214.229, 0.1185
12322.131, 0.1159
12460.875, 0.1147
12578.190, 0.1135
12695.901, 0.1110
12843.820, 0.1097
12934.559, 0.1085
13059.323, 0.1060
13177.185, 0.1048
13332.384, 0.1037
13407.079, 0.1012
13541.870, 0.1000
13679.051, 0.0987
13792.406, 0.0964
13899.138, 0.0952
14039.982, 0.0940
14151.717, 0.0917
14249.913, 0.0906
14417.687, 0.0894
14514.289, 0.0873
14643.051, 0.0862
14763.656, 0.0850
14901.349, 0.0828
15006.225, 0.0817
15120.615, 0.0806
15275.765, 0.0785
15371.707, 0.0773
15484.091, 0.0762
15600.482, 0.0740
15759.978, 0.0730
15865.070, 0.0720
15972.854, -1.0506
16110.929, 5.3160
16237.162, 0.0678
16340.853, 0.0667
16465.919, 0.0647
16632.749, 0.0636
16700.851, 0.0626
16853.037, 0.0607
16964.449, 0.0597
17085.383, 0.0587
17234.167, 0.0568
17334.383, 0.0558
17444.376, 0.0548
17554.897, 0.0529
17686.549, 0.0519
17798.975, 0.0510
17944.927, 0.0491
18039.484, 0.0481
18201.342, 0.0472
18313.819, 0.0453
18414.860, 0.0444
18545.047, 0.0435
18656.049, 0.0417
18788.986, 0.0409
18934.991, 0.0401
19029.657, 0.0385
19146.025, 0.0377
19262.180, 0.0368
19397.958, 0.0352
19508.627, 0.0344
19642.761, 0.0336
19779.117, 0.0320
19916.863, 0.0312
20001.650, 0.0305
20147.415, 0.0290
20273.444, 0.0283
20376.117, 0.0276
20484.289, 0.0262
20620.411, 0.0256
20754.100, 0.0250
20870.005, 0.0238
21003.834, 0.0231
21146.216, 0.0225
21243.135, 0.0220
21363.124, 0.0208
21461.675, 0.0203
21599.387, 0.0197
21713.530, 0.0186
21852.959, 0.0181
21982.988, 0.0176
22101.405, 0.0166
22235.581, 0.0162
22332.557, 0.0158
22452.334, 0.0150
22582.386, 0.0146
22665.062, 0.0143
22793.206, 0.0136
22936.810, 0.0133
23041.315, 0.0130
23159.331, 0.0124
23285.831, 0.0121
23422.025, 0.0119
23543.834, 0.0113
23687.924, 0.0111
23784.844, 0.0109
23888.781, 0.0105
24041.898, 0.0103
24172.397, 0.0101
24301.751, 0.0097
24396.771, 0.0095
24522.922, 0.0093
24662.568, 0.0090
24774.362, 0.0089
24872.581, 0.0087
25025.821, 0.0084
25135.954, 0.0083
25299.678, 0.0081
25405.861, 0.0078
25493.305, 0.0076
25610.679, 0.0075
25750.601, 0.0072
25886.677, 0.0071
25982.770, 0.0070
26146.517, 0.0068
26211.458, 0.0067
26369.011, 0.0065
26457.519, 0.0065
26597.402, 0.0063
26713.757, 0.0063
26838.490, 0.0062
26973.874, 0.0060
27060.671, 0.0060
27238.944, 0.0058
27336.518, 0.0057
27428.969, 0.0056
27580.739, 0.0055
27704.916, 0.0053
27801.618, 0.0052
27936.079, 0.0052
28056.182, 0.0050
28189.375, 0.0050
28307.111, 0.0049
28438.146, 0.0048
28559.876, 0.0047
28706.697, 0.0046
28797.710, 0.0045
28933.506, 0.0044
29043.845, 0.0044
29166.237, 0.0043
29302.320, 0.0042
29406.922, 0.0042
29527.266, 0.0041
29686.364, 0.0041
29770.682, 0.0041
29939.177, 0.0039
30002.713, 0.0039
30119.604, 0.0039
30268.681, 0.0040
30389.070, 0.0040
30499.510, 0.0040
30649.709, 0.0040
30756.712, 0.0040
30868.208, 0.0040
31006.692, 0.0040
31125.489, 0.0040
31254.911, 0.0039
31383.104, 0.0039
31481.568, 0.0038
31606.592, 0.0039
31733.945, 0.0038
31868.019, 0.0039
31956.643, 0.0039
32102.794, 0.0039
32239.363, 0.0038
32335.731, 0.0039
32465.887, 0.0038
32577.038, 0.0038
32772.556, 0.0039
32816.526, 0.0039
32921.438, 0.0038
33075.823, 0.0038
33191.061, 0.0037
