ms, kg
20980.197, 0.0740
21081.180, 0.0731
21210.009, 0.0721
21349.105, 0.0702
21454.198, 0.0693
21607.570, 0.0684
21695.243, 0.0675
21834.858, 0.0657
21963.961, 0.0648
22050.203, 0.0640
22191.974, 0.0621
22357.068, 0.0613
22459.953, 0.0604
22621.443, 0.0586
22664.380, 0.0578
22832.505, 0.0570
22952.077, 0.0553
23058.476, 0.0545
23225.293, 0.0537
23362.724, 0.0520
23454.053, 0.0512
23569.641, 0.0505
23663.103, 0.0490
23811.683, 0.0482
23941.825, 0.0474
24047.913, 0.0460
24183.556, 0.0452
24278.072, 0.0445
24442.097, 0.0429
24549.159, 0.0423
24645.283, 0.0415
24856.431, 0.0400
24944.207, 0.0394
25000.815, 0.0387
25138.846, 0.0373
25250.581, 0.0366
25393.258, 0.0360
25509.883, 0.0347
25639.873, 0.0340
25762.913, 0.0334
25911.412, 0.0322
26001.750, 0.0315
26136.302, 0.0308
26260.685, 0.0297
26322.364, 0.0292
26507.002, 0.0285
26640.868, 0.0274
26786.553, 0.0269
26854.366, 0.0263
27008.698, 0.0257
27126.035, 0.0248
27239.235, 0.0243
27322.553, 0.0239
27494.823, 0.0229
27596.959, 0.0225
27753.036, 0.0221
27816.427, 0.0213
28011.661, 0.0210
28110.106, 0.0207
28164.986, 0.0199
28311.485, 0.0196
28516.848, 0.0194
28591.156, 0.0187
28752.625, 0.0185
28801.417, 0.0182
28919.765, 0.0177
29075.745, 0.0174
29186.792, 0.0172
29280.619, 0.0168
29409.923, 0.0166
29517.174, 0.0163
29695.700, 0.0159
29793.359, 0.0157
29900.543, 0.0155
30031.993, 0.0152
30154.580, 0.0150
30257.224, 0.0149
30403.926, 0.0145
30608.138, 0.0144
30692.935, 0.0142
30768.089, 0.0138
30868.227, 0.0137
31007.277, 0.0136
31112.372, 0.0133
31223.001, 0.0131
31327.309, 0.0130
31499.305, 0.0128
31601.684, 0.0127
31745.793, 0.0125
31862.151, 0.0124
31979.779, 0.0121
32132.263, 0.0120
32253.205, 0.0118
32363.096, 0.0116
32496.376, 0.0115
32600.267, 0.0115
32685.089, 0.0114
32840.101, 0.0113
32980.370, 0.0112
33051.026, 0.0111
33211.933, 0.0110
33319.823, 0.0109
33473.252, 0.0107
33575.546, 0.0107
33685.296, 0.0105
33791.034, 0.0104
33924.148, 0.0103
34048.588, 0.0103
34166.308, 0.0101
34279.573, 0.0100
34386.708, 0.0099
34548.509, 0.0098
34682.565, 0.0097
34824.679, 0.0096
34881.739, 0.0095
35045.110, 0.0094
35156.830, 0.0093
35292.545, 0.0092
35408.757, 0.0092
35537.287, 0.0092
35603.489, 0.0091
35788.785, 0.0091
35876.475, 0.0092
36028.011, 0.0091
36154.512, 0.0091
36223.488, 0.0091
36377.877, 0.0091
36463.980, 0.0090
36629.888, 0.0091
36714.591, 0.0091
36835.352, 0.0091
37000.492, 0.0091
37097.984, 0.0091
37215.361, 0.0090
37385.926, 0.0090
37459.435, 0.0090
37633.412, 0.0090
37733.692, 0.0090
37816.752, 0.0090
38001.985, 0.0090
38115.196, 0.0091
38233.741, 0.0091
38336.364, 0.0091
38453.439, 0.0091
38510.109, 0.0091
38682.357, 0.0091
38770.384, 0.0092
38931.513, 0.0091
39046.438, 0.0091
39235.380, 0.0091
39327.874, 0.0091
39418.642, 0.0090
39522.017, 0.0091
39676.855, 0.0091
39758.387, 0.0092
39899.819, 0.0092
40023.148, 0.0091
40100.886, 0.0092
40282.888, 0.0091
40373.696, 0.0091
40498.895, 0.0092
40618.866, 0.0091
40730.889, 0.0091
40868.916, 0.0089
41006.914, 0.0089
41113.310, 0.0090
41225.015, 0.0091
41423.417, 0.0091
41471.766, 0.0090
41600.689, 0.0090
41712.686, 0.0089
41810.801, 0.0090
41942.804, 0.0090
42112.967, 0.0089
42250.392, 0.0089
42351.200, 0.0089
42481.292, 0.0090
42615.631, 0.0090
42727.124, 0.0090
42822.213, 0.0090
42939.616, 0.0089
43070.625, 0.0090
43201.057, 0.0090
43311.053, 0.0089
43468.093, 0.0088
43585.304, 0.0089
43697.497, 0.0089
43817.441, 0.0090
43894.724, 0.0089
44035.802, 0.0090
44155.337, 0.0089
44270.259, 0.0089
44395.405, 0.0090
44507.951, 0.0090
44672.378, 0.0090
44777.868, 0.0090
44906.316, 0.0090
45024.134, 0.0090
45138.532, 0.0089
45244.790, 0.0090
45454.272, 0.0090
45504.036, 0.0090
45642.306, 0.0091
45784.902, 0.0090
45877.353, 0.0090
45987.881, 0.0090
46107.733, 0.0090
46240.691, 0.0089
46374.101, 0.0090
46488.074, 0.0090
46650.300, 0.0090
46752.703, 0.0089
46818.968, 0.0089
46989.357, 0.0090
47125.598, 0.0089
47247.643, 0.0089
47359.989, 0.0090
47463.446, 0.0090
47566.678, 0.0089
47706.460, 0.0088
47831.364, 0.0089
47992.339, 0.0088
48089.750, 0.0088
48189.258, 0.0088
48316.989, 0.0088
48433.708, 0.0089
48557.358, 0.0089
48707.535, 0.0090
48815.047, 0.0089
48919.283, 0.0089
49034.103, 0.0090
49150.392, 0.0090
49324.903, 0.0089
49406.673, 0.0089
49552.166, 0.0090
49687.503, 0.0089
49786.878, 0.0089
49900.620, 0.0090
50024.894, 0.0090
50146.847, 0.0090
50293.350, 0.0090
50400.840, 0.0090
50515.898, 0.0089
50657.917, 0.0090
50780.430, 0.0090
50902.059, 0.0089
51020.356, 0.0088
51138.950, 0.0089
51247.058, 0.0089
51418.527, 0.0089
51476.040, 0.0088
51642.811, 0.0088
51715.999, 0.0088
